#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	VLC010.A0101.sub75bp.metaphlan3	VLC009.A0101.sub75bp.metaphlan3	VLC008.A0101.sub75bp.metaphlan3	VLC005.A0101.sub75bp.metaphlan3	VLC004.A0101.sub75bp.metaphlan3	VLC003.A0101.sub75bp.metaphlan3	VLC002.A0101.sub75bp.metaphlan3	VLC001.A0101.sub75bp.metaphlan3	MID102.A0101.sub75bp.metaphlan3	MID101.A0101.sub75bp.metaphlan3	MID097.A0101.sub75bp.metaphlan3	MID094.A0101.sub75bp.metaphlan3	MID093.A0101.sub75bp.metaphlan3	MID092.A0101.sub75bp.metaphlan3	MID091.A0101.sub75bp.metaphlan3	MID090.A0101.sub75bp.metaphlan3	MID089.A0101.sub75bp.metaphlan3	MID088.A0101.sub75bp.metaphlan3	MID087.A0101.sub75bp.metaphlan3	MID086.A0101.sub75bp.metaphlan3	MID085.A0101.sub75bp.metaphlan3	MID084.A0101.sub75bp.metaphlan3	MID083.A0101.sub75bp.metaphlan3	MID082.A0101.sub75bp.metaphlan3	MID081.A0101.sub75bp.metaphlan3	MID080.A0101.sub75bp.metaphlan3	MID079.A0101.sub75bp.metaphlan3	MID078.A0101.sub75bp.metaphlan3	MID077.A0101.sub75bp.metaphlan3	MID076.A0101.sub75bp.metaphlan3	MID075.A0101.sub75bp.metaphlan3	MID074.A0101.sub75bp.metaphlan3	MID073.A0101.sub75bp.metaphlan3	MID072.A0101.sub75bp.metaphlan3	MID071.A0101.sub75bp.metaphlan3	MID070.A0101.sub75bp.metaphlan3	MID068.B0101.sub75bp.metaphlan3	MID068.A0101.sub75bp.metaphlan3	MID067.A0101.sub75bp.metaphlan3	MID066.A0101.sub75bp.metaphlan3	MID065.A0101.sub75bp.metaphlan3	MID064.A0101.sub75bp.metaphlan3	MID063.A0101.sub75bp.metaphlan3	MID062.A0101.sub75bp.metaphlan3	MID061.A0101.sub75bp.metaphlan3	MID060.A0101.sub75bp.metaphlan3	MID059.A0101.sub75bp.metaphlan3	MID058.A0101.sub75bp.metaphlan3	MID057.A0101.sub75bp.metaphlan3	MID056.A0101.sub75bp.metaphlan3	MID055.A0101.sub75bp.metaphlan3	MID054.A0101.sub75bp.metaphlan3	MID053.A0101.sub75bp.metaphlan3	MID052.A0101.sub75bp.metaphlan3	MID051.A0101.sub75bp.metaphlan3	MID050.A0101.sub75bp.metaphlan3	MID049.A0101.sub75bp.metaphlan3	MID048.A0101.sub75bp.metaphlan3	MID047.A0101.sub75bp.metaphlan3	MID046.A0101.sub75bp.metaphlan3	MID045.A0101.sub75bp.metaphlan3	MID044.A0101.sub75bp.metaphlan3	MID043.A0101.sub75bp.metaphlan3	MID042.A0101.sub75bp.metaphlan3	MID041.A0101.sub75bp.metaphlan3	MID040.A0101.sub75bp.metaphlan3	MID039.A0101.sub75bp.metaphlan3	MID038.A0101.sub75bp.metaphlan3	MID037.A0101.sub75bp.metaphlan3	MID036.A0101.sub75bp.metaphlan3	MID035.A0101.sub75bp.metaphlan3	MID034.A0101.sub75bp.metaphlan3	MID033.A0101.sub75bp.metaphlan3	MID032.A0101.sub75bp.metaphlan3	MID031.A0101.sub75bp.metaphlan3	MID030.A0101.sub75bp.metaphlan3	MID029.A0101.sub75bp.metaphlan3	MID028.A0101.sub75bp.metaphlan3	MID027.A0101.sub75bp.metaphlan3	MID026.A0101.sub75bp.metaphlan3	MID025.A0101.sub75bp.metaphlan3	MID024.A0101.sub75bp.metaphlan3	MID023.A0101.sub75bp.metaphlan3	MID022.A0101.sub75bp.metaphlan3	KT36calc.sub75bp.metaphlan3	KT35calc.sub75bp.metaphlan3	KT34calc.sub75bp.metaphlan3	KT33calc.sub75bp.metaphlan3	KT32calc.sub75bp.metaphlan3	KT31calc.sub75bp.metaphlan3	KT30calc.sub75bp.metaphlan3	KT29calc.sub75bp.metaphlan3	KT28calc.sub75bp.metaphlan3	KT27calc.sub75bp.metaphlan3	KT26calc.sub75bp.metaphlan3	KT25calc.sub75bp.metaphlan3	KT24calc.sub75bp.metaphlan3	KT23calc.sub75bp.metaphlan3	KT22calc.sub75bp.metaphlan3	KT21calc.sub75bp.metaphlan3	KT20calc.sub75bp.metaphlan3	KT19calc.sub75bp.metaphlan3	KT18calc.sub75bp.metaphlan3	KT17calc.sub75bp.metaphlan3	KT16calc.sub75bp.metaphlan3	KT15calc.sub75bp.metaphlan3	KT14calc.sub75bp.metaphlan3	KT13calc.sub75bp.metaphlan3	KT12calc.sub75bp.metaphlan3	KT11calc.sub75bp.metaphlan3	KT10calc.sub75bp.metaphlan3	KT09calc.sub75bp.metaphlan3	KT08calc.sub75bp.metaphlan3	KT07calc.sub75bp.metaphlan3	KT06calc.sub75bp.metaphlan3	KT05calc.sub75bp.metaphlan3	KT04calc.sub75bp.metaphlan3	KT03calc.sub75bp.metaphlan3	KT02calc.sub75bp.metaphlan3	KT01calc.sub75bp.metaphlan3	JAE016.A0101.sub75bp.metaphlan3	JAE015.A0101.sub75bp.metaphlan3	JAE014.A0101.sub75bp.metaphlan3	JAE013.A0101.sub75bp.metaphlan3	JAE012.A0101.sub75bp.metaphlan3	JAE010.A0101.sub75bp.metaphlan3	JAE009.A0101.sub75bp.metaphlan3	JAE008.A0101.sub75bp.metaphlan3	JAE007.A0101.sub75bp.metaphlan3	JAE006.A0101.sub75bp.metaphlan3	IVE007.B0101.sub75bp.metaphlan3	IVE005.B0101.sub75bp.metaphlan3	IVE005.A0101.sub75bp.metaphlan3	IVE003.A0101.sub75bp.metaphlan3	IVE002.B0101.sub75bp.metaphlan3	ELR010.A0101.sub75bp.metaphlan3	ELR008.A0101.sub75bp.metaphlan3	ELR006.A0101.sub75bp.metaphlan3	ELR004.A0101.sub75bp.metaphlan3	ELR003.A0101.sub75bp.metaphlan3	CS48.sub75bp.metaphlan3	CS47.sub75bp.metaphlan3	CS46.sub75bp.metaphlan3	CS45.sub75bp.metaphlan3	CS44.sub75bp.metaphlan3	CS43.sub75bp.metaphlan3	CS42.sub75bp.metaphlan3	CS40.sub75bp.metaphlan3	CS39.sub75bp.metaphlan3	CS38.sub75bp.metaphlan3	CS37.sub75bp.metaphlan3	CS36.sub75bp.metaphlan3	CS35.sub75bp.metaphlan3	CS34.sub75bp.metaphlan3	CS33.sub75bp.metaphlan3	CS32.sub75bp.metaphlan3	CS31.sub75bp.metaphlan3	CS30.sub75bp.metaphlan3	CS29.sub75bp.metaphlan3	CS28.sub75bp.metaphlan3	CS27.sub75bp.metaphlan3	CS26.sub75bp.metaphlan3	CS24.sub75bp.metaphlan3	CS23.sub75bp.metaphlan3	CS22.sub75bp.metaphlan3	CS21.sub75bp.metaphlan3	CS20.sub75bp.metaphlan3	CS19.sub75bp.metaphlan3	CS18.sub75bp.metaphlan3	CS17.sub75bp.metaphlan3	CS16.sub75bp.metaphlan3	CS15.sub75bp.metaphlan3	CS14.sub75bp.metaphlan3	CS13.sub75bp.metaphlan3	CS12.sub75bp.metaphlan3	CS11.sub75bp.metaphlan3	CS10.sub75bp.metaphlan3	CS09.sub75bp.metaphlan3	CS08.sub75bp.metaphlan3	CS07.sub75bp.metaphlan3	CS04.sub75bp.metaphlan3	CS03.sub75bp.metaphlan3	CS02.sub75bp.metaphlan3	CS01.sub75bp.metaphlan3	CMB008.A0101.sub75bp.metaphlan3	CMB007.A0101.sub75bp.metaphlan3	CMB006.A0101.sub75bp.metaphlan3	CMB005.A0101.sub75bp.metaphlan3	CMB004.A0101.sub75bp.metaphlan3	CMB003.A0101.sub75bp.metaphlan3	CMB002.A0101.sub75bp.metaphlan3	CMB001.A0101.sub75bp.metaphlan3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	2|1239|186801|186802|186804|44259|143361	0	0	0	0.12505	0	0	0	0.10711	0.43036	0.48258	1.62627	0.38489	0.387	3.83479	0	0	0.23188	0.08451	0.2405	0.03737	0.15307	0.84038	0	0.8908	0	0	0	0	0.09571	2.08893	1.54003	0.08147	0.28064	0.83258	0	1.03941	0	0	1.3609	0	0.06489	0.41176	0.41227	0.55305	0	1.49844	1.33539	0.54238	0.97103	0	0.19806	4.61308	0.40396	1.51242	1.00833	0.42395	0.32848	0	0.59089	0.12111	0	0.91726	0.15051	0	0.58362	0.61759	0.75969	0.11231	0.29869	0	0	0.25634	0.85602	0.2979	0.84187	1.13143	0.1284	0.2106	0.2078	0	0.05353	2.58549	0	0.45662	0.73115	0.69447	0.2492	0.46681	0.59411	0.55008	0.47931	0.22196	1.37232	0.29661	0.26809	0.67542	0.81837	0.20202	0	0.65183	0.91361	0.01255	0.97458	0.28079	0	2.24917	0	0	0	0	0.06432	0	0	1.24318	1.51552	0	0.5689	0	0	0.46616	0	1.20583	0.22504	0	0	0.04215	0.14832	0.00419	0	0	0.44437	0	0	0	0.25565	0	0	0.15235	0	0	0	2.05047	0	0	0	0.34862	0	0.49563	1.05512	0.65038	0.40443	3.73329	1.30141	0.31605	1.61505	2.81039	0.96527	0	0	0.30919	0	2.11229	0	0	0	0.70936	0.72495	0	0	0.18848	0	0.83014	0	0	0	1.2507	0.04369	0.60669	0.28791	0.15221	1.00441	0	0.74136	1.22796	0	0.14557	0.33963	0	0.12221	0.64698	0.26945	0.50552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter	2|1239|186801|186802|186804|1913599	0.2636	0.45096	0.14612	0.92673	0.26231	0	0.29566	0	0.23933	2.02392	0	1.46138	0	0	0.35687	0.2714	1.01362	0.32073	0.49409	0	0.65735	0	0.85585	0	0.29118	1.52635	2.10051	0.44267	0.66308	0	0	0.1496	0.0573	0	1.62089	0.76827	2.24207	3.60442	0	1.10198	0.79647	0	0	0.70455	0.38294	0.25415	0	0	0.20779	0.29084	0.36997	0.17395	0	0	0	0.873	2.32016	0.73643	0.867	0	1.0717	1.32503	1.1036	3.16681	0.8967	0.04813	1.79808	1.0589	0.5663	2.08015	0.96812	0	0	0.24526	0.17002	0	0.85408	0.03208	0.22226	2.27429	0	0	0.332	0.24839	0	0	0.08821	1.21239	2.51842	1.00855	0	1.85209	0	1.16301	1.61751	1.11489	0.56356	0.77444	1.21229	0	0	1.09662	0	0	0.82253	0	0.28581	0	0	0	0	0	0.32163	0.72041	0	0	1.96999	0	0	3.67195	0.01984	0.04642	0.34993	0.05933	0.04446	0.07528	0.13514	0.55257	0.18915	0.02651	0.01808	0.13166	0.52869	0.18479	0.60256	0	0.04268	0	1.29252	0	0	0.16161	3.60643	0	1.88393	0	1.46442	0	0	0	0	0	0	0.60432	0.19428	0	1.90635	1.07166	0.79947	0	0	0	0	1.95271	0.86972	0	0	0.48958	0	0	0.17462	0.38883	0	2.2543	0.06247	0	3.59488	0.01774	0.72267	0.49026	0	0	0	0	0	0	0.14249	0.21023	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter|s__Eubacterium_yurii	2|1239|186801|186802|186804|1913599|39498	0.2636	0.45096	0.14612	0.92673	0.26231	0	0.29566	0	0.23933	2.02392	0	1.46138	0	0	0.35687	0.2714	1.01362	0.32073	0.49409	0	0.65735	0	0.85585	0	0.29118	1.52635	1.7031	0.44267	0.66308	0	0	0.1496	0.0573	0	1.62089	0.76827	2.24207	3.60442	0	1.10198	0.79647	0	0	0.70455	0.38294	0.25415	0	0	0.20779	0.29084	0.36997	0.17395	0	0	0	0.873	2.32016	0.73643	0.867	0	1.0717	1.32503	1.1036	3.16681	0.8967	0.04813	1.79808	1.0589	0.5663	2.08015	0.96812	0	0	0.24526	0.17002	0	0.85408	0.03208	0.22226	2.27429	0	0	0.332	0.24839	0	0	0.08821	1.21239	2.51842	1.00855	0	1.85209	0	1.16301	1.61751	1.11489	0.56356	0.77444	1.21229	0	0	1.09662	0	0	0.82253	0	0.28581	0	0	0	0	0	0.32163	0.72041	0	0	1.96999	0	0	3.67195	0.01984	0.04642	0.34993	0.05933	0.04446	0.07528	0.13514	0.55257	0.18915	0.02651	0.01808	0.13166	0.52869	0.18479	0.60256	0	0.04268	0	1.29252	0	0	0.16161	3.60643	0	1.88393	0	1.46442	0	0	0	0	0	0	0.60432	0.19428	0	1.90635	1.07166	0.79947	0	0	0	0	1.95271	0.86972	0	0	0.48958	0	0	0.17462	0.38883	0	2.2543	0.06247	0	3.59488	0.01774	0.72267	0.49026	0	0	0	0	0	0	0.14249	0.21023	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter|s__Peptoanaerobacter_stomatis	2|1239|186801|186802|186804|1913599|796937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_unclassified	2|1239|186801|186802|186804|	0	0	0	0.2077	0	0	0	0.01748	3.90857	0.90046	0.59695	1.40191	3.56221	26.76828	0.4929	0.15008	1.62121	1.59951	0.25128	0.61074	0.55204	3.59059	0.49296	4.83908	5.0388	0.52343	0.10891	0	4.10722	2.8825	1.83956	0	8.08484	1.84697	0.34211	0.78843	0	0.23103	0.35087	0.45722	1.95565	6.86318	6.33817	1.40701	0	3.08706	2.52513	10.64781	2.25258	0	0.78385	1.5867	0.21919	2.42813	20.2282	1.30191	1.58312	0	2.57703	4.02977	0.73062	3.29518	1.10967	0	1.08774	3.53159	0.64269	0.74315	0.70709	0	5.41155	0.57687	2.50422	1.37819	1.62181	1.97192	0.67111	4.23857	0	0	2.21522	5.23151	0	0.40333	3.54744	5.00775	7.40725	2.33274	4.62603	1.32112	2.23771	0.11826	3.27621	0	1.7296	1.01091	5.86088	5.59059	2.41064	8.3156	8.56693	0.08896	4.25128	4.74067	6.95412	2.1611	0	6.71622	3.82575	7.10416	10.62779	0.6091	0	1.89984	7.95712	0	3.32819	0.40453	5.86114	0.67173	0.38169	0	0.17207	0	0	0	0.19408	0	0	0	0.98271	0	0	1.38203	0	0	0	0.32502	0.62718	2.47128	0	2.42935	0	0	0	1.09817	0.71592	3.10013	2.30225	10.35506	7.02035	5.28789	0.61985	0.28187	0.13783	0.43618	0.80501	0	0	4.48933	0	12.3681	0	0.92719	0.55801	1.20703	2.75218	0	0	3.01267	0.3149	1.23062	0	0	1.29459	0.51319	0.25636	1.98377	0.41235	4.02158	0	2.0605	4.70002	0	0.23445	2.72203	0	0	1.3078	1.54767	0	0.26204
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_unclassified|s__Peptostreptococcaceae_bacterium_oral_taxon_113	2|1239|186801|186802|186804||1321783	0	0	0	0.2077	0	0	0	0.01748	3.90857	0.90046	0.59695	1.40191	3.56221	26.76828	0.4929	0.15008	1.62121	1.59951	0.25128	0.61074	0.55204	3.59059	0.49296	4.83908	5.0388	0.52343	0.10891	0	4.10722	2.8825	1.83956	0	8.08484	1.84697	0.34211	0.78843	0	0.23103	0.35087	0.45722	1.95565	6.86318	6.33817	1.40701	0	3.08706	2.52513	10.64781	2.25258	0	0.78385	1.5867	0.21919	2.42813	20.2282	1.30191	1.58312	0	2.57703	4.02977	0.73062	3.29518	1.10967	0	1.08774	3.53159	0.64269	0.74315	0.70709	0	5.41155	0.57687	2.50422	1.37819	1.62181	1.97192	0.67111	4.23857	0	0	2.21522	5.23151	0	0.40333	3.54744	5.00775	7.40725	2.33274	4.62603	1.32112	2.23771	0.11826	3.27621	0	1.7296	1.01091	5.86088	5.59059	2.41064	8.3156	8.56693	0.08896	4.25128	4.74067	6.95412	2.1611	0	6.71622	3.82575	7.10416	10.62779	0.6091	0	1.89984	7.95712	0	3.32819	0.40453	5.86114	0.67173	0.38169	0	0.17207	0	0	0	0.19408	0	0	0	0.98271	0	0	1.38203	0	0	0	0.32502	0.62718	2.47128	0	2.42935	0	0	0	1.09817	0.71592	3.10013	2.30225	10.35506	7.02035	5.28789	0.61985	0.28187	0.13783	0.43618	0.80501	0	0	4.48933	0	12.3681	0	0.92719	0.55801	1.20703	2.75218	0	0	3.01267	0.3149	1.23062	0	0	1.29459	0.51319	0.25636	1.98377	0.41235	4.02158	0	2.0605	4.70002	0	0.23445	2.72203	0	0	1.3078	1.54767	0	0.26204
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	2|1239|186801|186802|186804|1257	0	0	0	0	0	0	0	0.11439	0	0.19368	0	0.11178	0.26221	0	0.13954	0	0	0	0	0	0	0	0.09642	0	0.0941	0	0.62977	0.03856	0.09674	0	0	0	0.04745	0	0	0	0.96519	0.03644	0	0	0	0.06853	0	0	0	0.18908	0.02452	0	0.1131	0	0	0.12601	0	0	0	0.03285	0	0	0	0	0	0	0	0	0	0	0	0	0.01369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04744	0.0617	0	0.40694	0	0	0	0	0.03197	0	0	0	0	0.27501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28497	0.01515	0.00713	0.10371	0	0	0	0	0.03592	0	0	0	0	0	0	0.04536	0	0	0.31976	0	0	0	0.02756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01415	0	0	0	0	0.06713	0	0	0	0	0	0	0.14012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	2|1239|186801|186802|186804|1257|341694	0	0	0	0	0	0	0	0.11439	0	0.19368	0	0.11178	0.26221	0	0.13954	0	0	0	0	0	0	0	0.09642	0	0.0941	0	0.62977	0.03856	0.09674	0	0	0	0.04745	0	0	0	0.96519	0.03644	0	0	0	0.06853	0	0	0	0.18908	0.02452	0	0.1131	0	0	0.12601	0	0	0	0.03285	0	0	0	0	0	0	0	0	0	0	0	0	0.01369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04744	0.0617	0	0.40694	0	0	0	0	0.03197	0	0	0	0	0.27501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28497	0.01515	0.00713	0.10371	0	0	0	0	0.03592	0	0	0	0	0	0	0.04536	0	0	0.31976	0	0	0	0.02756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01415	0	0	0	0	0.06713	0	0	0	0	0	0	0.14012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0	0	0.18318	0.0164	0	0	0	0.06693	0.32289	0.05222	0.49569	0.13409	0.52633	0.93801	0.55877	0	0.23162	1.11537	0.4793	0	0.33531	0.62464	0.07294	0.84356	0.28879	0	0.51047	0	0.26791	0.77723	1.13144	0	0.52527	6.12467	0.0429	0.14069	1.74196	0.16672	0.13015	0	0.16348	1.1733	0.54316	1.01843	0	0.56866	1.05074	0.35838	0.83603	0.0924	0.23971	1.79638	0.30301	0.4709	0.29043	0.51098	0.80084	0	0.193	1.11165	0.35886	0.11958	0.33223	0.0924	0.48111	1.25588	0.05476	0.46058	0.71313	0.20318	0.77848	0.33777	0.6998	0.76851	0.61977	1.1967	0.10607	0.3298	0	0	0.28729	1.03558	0	0.19234	0.92639	0.18114	0.26128	0.04897	0	0.16222	0.05697	0	0	0	0	0.26597	0.15015	0	0	0	0.09228	0.04193	0.3631	0	0	0	0.13682	0	0	0	0.42364	0	0	0	0.15995	0	0.1864	0	0	0.26463	0.04619	0.15034	0.1416	0.01469	0.00454	0.0204	0.03268	0.06247	0	0	0.23468	0.0944	0	0.11649	0.03549	0	0.05273	1.2169	0	2.10757	0	0.30735	0	0	0.24378	0.14558	0	0.10484	0.34892	0.39795	0.12484	0.21858	0.20984	0.37062	0	1.15213	0.22857	0	0	0.14397	0	0	0	0	0.12052	0	0.01872	0	0	0.62234	0.1128	0	0	0.07036	0.49542	0.20552	0.26511	0	0	0.24979	0	0	0.29983	0	0.93277	0	0.06637	0	0.04263	0	0	0.21425
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0	0	0.18318	0.0164	0	0	0	0.06693	0.32289	0.05222	0.49569	0.13409	0.52633	0.93801	0.55877	0	0.23162	1.11537	0.4793	0	0.33531	0.62464	0.07294	0.84356	0.28879	0	0.51047	0	0.26791	0.77723	1.13144	0	0.52527	6.12467	0.0429	0.14069	1.74196	0.16672	0.13015	0	0.16348	1.1733	0.54316	1.01843	0	0.56866	1.05074	0.35838	0.83603	0.0924	0.23971	1.79638	0.30301	0.4709	0.29043	0.51098	0.80084	0	0.193	1.11165	0.35886	0.11958	0.33223	0.0924	0.48111	1.25588	0.05476	0.46058	0.71313	0.20318	0.77848	0.33777	0.6998	0.76851	0.61977	1.1967	0.10607	0.3298	0	0	0.28729	1.03558	0	0.19234	0.92639	0.18114	0.26128	0.04897	0	0.16222	0.05697	0	0	0	0	0.26597	0.15015	0	0	0	0.09228	0.04193	0.3631	0	0	0	0.13682	0	0	0	0.42364	0	0	0	0.15995	0	0.1864	0	0	0.26463	0.04619	0.15034	0.1416	0.01469	0.00454	0.0204	0.03268	0.06247	0	0	0.23468	0.0944	0	0.11649	0.03549	0	0.05273	1.2169	0	2.10757	0	0.30735	0	0	0.24378	0.14558	0	0.10484	0.34892	0.39795	0.12484	0.21858	0.20984	0.37062	0	1.15213	0.22857	0	0	0.14397	0	0	0	0	0.12052	0	0.01872	0	0	0.62234	0.1128	0	0	0.07036	0.49542	0.20552	0.26511	0	0	0.24979	0	0	0.29983	0	0.93277	0	0.06637	0	0.04263	0	0	0.21425
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0	0	0.18318	0.0164	0	0	0	0.06693	0.32289	0.05222	0.49569	0.13409	0.52633	0.93801	0.55877	0	0.23162	1.11537	0.4793	0	0.33531	0.62464	0.07294	0.84356	0.28879	0	0.51047	0	0.26791	0.77723	1.13144	0	0.52527	6.12467	0.0429	0.14069	1.74196	0.16672	0.13015	0	0.16348	1.1733	0.54316	1.01843	0	0.56866	1.05074	0.35838	0.83603	0.0924	0.23971	1.79638	0.30301	0.4709	0.29043	0.51098	0.80084	0	0.193	1.11165	0.35886	0.11958	0.33223	0.0924	0.48111	1.25588	0.05476	0.46058	0.71313	0.20318	0.77848	0.33777	0.6998	0.76851	0.61977	1.1967	0.10607	0.3298	0	0	0.28729	1.03558	0	0.19234	0.92639	0.18114	0.26128	0.04897	0	0.16222	0.05697	0	0	0	0	0.26597	0.15015	0	0	0	0.09228	0.04193	0.3631	0	0	0	0.13682	0	0	0	0.42364	0	0	0	0.15995	0	0.1864	0	0	0.26463	0.04619	0.15034	0.1416	0.01469	0.00454	0.0204	0.03268	0.06247	0	0	0.23468	0.0944	0	0.11649	0.03549	0	0.05273	1.2169	0	2.10757	0	0.30735	0	0	0.24378	0.14558	0	0.10484	0.34892	0.39795	0.12484	0.21858	0.20984	0.37062	0	1.15213	0.22857	0	0	0.14397	0	0	0	0	0.12052	0	0.01872	0	0	0.62234	0.1128	0	0	0.07036	0.49542	0.20552	0.26511	0	0	0.24979	0	0	0.29983	0	0.93277	0	0.06637	0	0.04263	0	0	0.21425
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia	2|1239|526524|526525|128827|118747	0	0	0.18318	0.0164	0	0	0	0.06693	0.32289	0.05222	0.49569	0.13409	0.4825	0.7966	0	0	0.23162	1.07045	0.04292	0	0.33531	0.62464	0.07294	0.84356	0.28879	0	0.12097	0	0.13072	0.77723	1.13144	0	0.46367	1.11173	0.0429	0.14069	1.74196	0.16672	0.13015	0	0.16348	1.15594	0.54316	0.63764	0	0.56866	0.8995	0.35838	0.70657	0.0924	0.23971	1.24791	0.30301	0.4709	0.29043	0.40381	0.66275	0	0.193	1.11165	0.35886	0.11958	0.33223	0.0924	0.48111	1.25588	0.05476	0.46058	0.17215	0.20318	0.77848	0.33777	0.6998	0.76851	0.3784	1.05621	0.10607	0.3298	0	0	0.28729	1.03558	0	0.19234	0.92639	0.18114	0.26128	0.04897	0	0.15576	0.05697	0	0	0	0	0.26597	0.15015	0	0	0	0.09228	0	0.3631	0	0	0	0	0	0	0	0.42364	0	0	0	0.15995	0	0.1864	0	0	0.26463	0.04619	0.12972	0.08642	0	0	0.0204	0.02906	0.06247	0	0	0.23468	0.0944	0	0.11649	0.03549	0	0.05273	1.2169	0	2.10757	0	0.30735	0	0	0	0.14558	0	0.10484	0.34892	0.39795	0.12484	0.21858	0.20984	0.37062	0	1.15213	0.22857	0	0	0.14397	0	0	0	0	0.12052	0	0.01872	0	0	0.62234	0.1128	0	0	0.07036	0.49542	0.20552	0.26511	0	0	0.24979	0	0	0.29983	0	0.93277	0	0.06637	0	0.04263	0	0	0.21425
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa	2|1239|526524|526525|128827|118747|118748	0	0	0.18318	0.0164	0	0	0	0.06693	0.32289	0.05222	0.49569	0.13409	0.4825	0.7966	0	0	0.23162	1.07045	0.04292	0	0.33531	0.62464	0.07294	0.84356	0.28879	0	0.12097	0	0.13072	0.77723	1.13144	0	0.46367	1.11173	0.0429	0.14069	1.74196	0.16672	0.13015	0	0.16348	1.15594	0.54316	0.63764	0	0.56866	0.8995	0.35838	0.70657	0.0924	0.23971	1.24791	0.30301	0.4709	0.29043	0.40381	0.66275	0	0.193	1.11165	0.35886	0.11958	0.33223	0.0924	0.48111	1.25588	0.05476	0.46058	0.17215	0.20318	0.77848	0.33777	0.6998	0.76851	0.3784	1.05621	0.10607	0.3298	0	0	0.28729	1.03558	0	0.19234	0.92639	0.18114	0.26128	0.04897	0	0.15576	0.05697	0	0	0	0	0.26597	0.15015	0	0	0	0.09228	0	0.3631	0	0	0	0	0	0	0	0.42364	0	0	0	0.15995	0	0.1864	0	0	0.26463	0.04619	0.12972	0.08642	0	0	0.0204	0.02906	0.06247	0	0	0.23468	0.0944	0	0.11649	0.03549	0	0.05273	1.2169	0	2.10757	0	0.30735	0	0	0	0.14558	0	0.10484	0.34892	0.39795	0.12484	0.21858	0.20984	0.37062	0	1.15213	0.22857	0	0	0.14397	0	0	0	0	0.12052	0	0.01872	0	0	0.62234	0.1128	0	0	0.07036	0.49542	0.20552	0.26511	0	0	0.24979	0	0	0.29983	0	0.93277	0	0.06637	0	0.04263	0	0	0.21425
